S	0.0
Hey	0.0
L	0.0
Hey	0.07500000000000001
S	0.10000000000000002
How	0.19999999999999996
are	0.20000000000000004
you	0.20000000000000004
L	0.20000000000000004
Hey	0.20000000000000004
S	0.5
How	0.2
are	0.2
you	0.2
L	0.2
Good	0.2777777777777777
S	0.2999999999999999
Yeah	0.2999999999999999
L	0.5
Yeah	0.2999999999999999
I	0.2999999999999999
hope	0.5
that	0.2999999999999999
you	0.2999999999999999
too	0.2999999999999999
S	0.2999999999999999
Thats	0.2999999999999999
great	0.2999999999999999
L	0.2999999999999999
Yeah	0.2999999999999999
I	0.2999999999999999
hope	0.2999999999999999
that	0.2999999999999999
you	0.2999999999999999
too	0.2999999999999999
L	0.2999999999999999
Yeah	0.2999999999999999
I	0.2999999999999999
hope	0.2999999999999999
that	0.2999999999999999
you	0.2999999999999999
too	0.2999999999999999
S	0.2999999999999999
Yeah	0.2999999999999999
Im	0.2999999999999999
too	0.2999999999999999
Im	0.2999999999999999
too	0.2999999999999999
quite	0.2999999999999999
nice	0.2999999999999999
quite	0.2999999999999999
nice	0.2999999999999999
L	0.5
Nice	0.2999999999999999
S	0.4
Yeah	0.4
Im	0.4
too	0.5
Im	0.5
too	0.5
quite	0.5
nice	0.5
quite	0.4
nice	0.2
S	0.2
Yeah	0.13999999999999999
S	0.0
I	0.0
was	0.0
thinking	0.0
about	0.0
some	0.06666666666666667
stuff	0.18888888888888888
this	0.2
weekend	0.3111111111111111
L	0.39999999999999997
Ok	0.5
S	0.5
Um	0.5
S	0.5
How	0.5
was	0.5
your	0.5
high	0.5
school	0.5
time	0.5
L	0.5
inaudible	0.5
Um	0.5
S	0.5
Did	0.5
you	0.5
like	0.5
it	0.5
L	0.5
inaudible	0.5
Um	0.5
L	0.5
It	0.5
was	0.5
S	0.5
Did	0.5
you	0.5
like	0.5
it	0.5
L	0.5
Ya	0.5
I	0.575
kinda	0.5999999999999999
like	0.5999999999999999
it	0.5999999999999999
sometimes	0.5999999999999999
I	0.6999999999999998
miss	0.6999999999999998
it	0.6999999999999998
S	0.6999999999999998
Yeah	0.6999999999999998
L	0.6999999999999998
Ya	0.6999999999999998
I	0.6999999999999998
kinda	0.6999999999999998
like	0.6999999999999998
it	0.6999999999999998
sometimes	0.6999999999999998
I	0.6999999999999998
miss	0.6999999999999998
it	0.6999999999999998
L	0.6999999999999998
Ya	0.6999999999999998
I	0.6999999999999998
kinda	0.6999999999999998
like	0.6999999999999998
it	0.6999999999999998
sometimes	0.6999999999999998
I	0.5999999999999999
miss	0.5999999999999999
it	0.5999999999999999
S	0.5333333333333333
Ok	0.5
really	0.5
L	0.5
Yeah	0.4
it	0.4
was	0.4
nice	0.4
it	0.4
is	0.4
a	0.4
different	0.4
life	0.4
now	0.4
S	0.4
Ok	0.4
really	0.4
L	0.4
Yeah	0.4
it	0.4
was	0.4
nice	0.2999999999999999
it	0.2999999999999999
is	0.24999999999999994
a	0.2
different	0.18
life	0.025
now	0.0
S	0.5
Yeah	0.0
sure	0.5
sure	0.0
sure	0.5
of	0.0
course	0.5
L	0.0
Yeah	0.0
it	0.5
was	0.0
nice	0.5
it	0.0
is	0.5
a	0.0
different	0.5
life	0.0
now	0.0
S	0.5
Yeah	0.5
sure	0.5
sure	0.5
sure	0.5
of	0.5
course	0.0
L	0.0
Yeah	0.0
like	0.0
moved	0.0
on	0.0
from	0.0
from	0.0
our	0.0
lives	0.0
S	0.0
Yeah	0.0
sure	0.0
sure	0.0
sure	0.0
of	0.0
course	0.0
L	0.0
Yeah	0.0
like	0.0
moved	0.0
on	0.0
from	0.0
from	0.0
our	0.0
lives	0.0
S	0.0
Of	0.0
course	0.0
of	0.0
course	0.0
L	0.5
Yeah	0.0
but	0.5
its	0.0
such	0.5
a	0.0
good	0.5
memory	0.0
S	0.5
Of	0.0
course	0.5
of	0.0
course	0.0
L	0.0
Yeah	0.0
but	0.0
its	0.0
such	0.0
a	0.07142857142857142
good	0.32857142857142857
memory	0.39999999999999997
S	0.35
Cool	0.2999999999999999
nice	0.24999999999999994
yeah	0.025
S	0.0
Interesting	0.0
because	0.0
everyone	0.0
I	0.0
ask	0.0
or	0.0
they	0.0
tell	0.0
me	0.0
its	0.0
like	0.0
fiftyfifty	0.0
S	0.5
Or	0.0
they	0.0
tell	0.0
me	0.0
that	0.0
they	0.0
liked	0.0
it	0.0
they	0.0
loved	0.0
it	0.0
L	0.5
Uhhuh	0.0
S	0.0
Or	0.0
they	0.0
tell	0.0
me	0.0
that	0.5
they	0.0
liked	0.0
it	0.0
they	0.0
loved	0.0
it	0.0
S	0.0
Or	0.0
they	0.0
tell	0.0
me	0.0
that	0.0
they	0.0
liked	0.0
it	0.0
they	0.0
loved	0.0
it	0.0
S	0.0
Or	0.0
they	0.0
tell	0.0
me	0.0
they	0.0
hated	0.0
because	0.0
something	0.0
bad	0.0
happen	0.0
or	0.0
something	0.0
like	0.0
that	0.0
you	0.0
know	0.0
L	0.0
Ah	0.0
ok	0.0
S	0.0
Or	0.0
they	0.0
tell	0.0
me	0.0
they	0.0
hated	0.0
because	0.0
something	0.0
bad	0.0
happen	0.0
or	0.0
something	0.0
like	0.0
that	0.0
you	0.0
know	0.0
S	0.0
Or	0.0
they	0.0
tell	0.0
me	0.0
they	0.0
hated	0.0
because	0.0
something	0.0
bad	0.0
happen	0.0
or	0.0
something	0.0
like	0.0
that	0.0
you	0.0
know	0.0
L	0.5
I	0.0
see	0.0
it	0.5
ok	0.0
yeah	0.0
mine	0.0
was	0.5
a	0.0
good	0.0
one	0.0
S	0.0
Yeah	0.0
L	0.0
I	0.0
see	0.0
it	0.0
ok	0.0
yeah	0.0
mine	0.0
was	0.0
a	0.0
good	0.0
one	0.0
L	0.5
I	0.5
see	0.5
it	0.0
ok	0.5
yeah	0.5
mine	0.5
was	0.0
a	0.5
good	0.5
one	0.0
S	0.0
And	0.0
Im	0.0
L	0.0
I	0.0
see	0.0
it	0.0
ok	0.0
yeah	0.0
mine	0.0
was	0.0
a	0.0
good	0.0
one	0.0
L	0.0
I	0.1
see	0.1
it	0.1
ok	0.2
yeah	0.2
mine	0.2
was	0.2
a	0.2
good	0.2
one	0.2
S	0.2
Was	0.2
a	0.2
good	0.2
one	0.2
great	0.20000000000000004
L	0.2
Yeah	0.2
S	0.2
Was	0.2
a	0.2
good	0.2
one	0.2
great	0.2
S	0.2
Was	0.2
a	0.1
good	0.1
one	0.1
great	0.1
L	0.1
Yeah	0.1
S	0.1
Im	0.18
in	0.19999999999999998
the	0.2
second	0.2
round	0.19999999999999998
so	0.2
I	0.2
Didnt	0.19999999999999998
like	0.2
it	0.2
much	0.19999999999999998
L	0.2
Ah	0.19999999999999998
ok	0.19999999999999998
L	0.5
I	0.5
see	0.5
it	0.5
L	0.5
Ah	0.5
ok	0.5
S	0.2
I	0.2
had	0.2
some	0.2
problems	0.2
L	0.2
I	0.2
see	0.2
it	0.2
S	0.5
I	0.5
actually	0.5
Uh	0.5
moved	0.5
in	0.5
to	0.5
inaudible	0.5
school	0.5
in	0.5
the	0.5
second	0.5
year	0.5
of	0.5
high	0.5
school	0.5
S	0.5
I	0.5
had	0.5
some	0.5
problems	0.5
S	0.2
I	0.2
actually	0.2
Uh	0.2
moved	0.2
in	0.2
to	0.2
inaudible	0.2
school	0.2
in	0.2
the	0.2
second	0.2
year	0.2
of	0.2
high	0.2
school	0.2
L	0.5
Uhhuh	0.2
S	0.5
I	0.2
actually	0.5
Uh	0.2
moved	0.5
in	0.2
to	0.2
inaudible	0.5
school	0.2
in	0.5
the	0.2
second	0.5
year	0.2
of	0.5
high	0.2
school	0.2
S	0.2
I	0.2
actually	0.2
Uh	0.2
moved	0.2
in	0.2
to	0.2
inaudible	0.2
school	0.2
in	0.2
the	0.2
second	0.2
year	0.2
of	0.2
high	0.2
school	0.2
L	0.2
Oh	0.2
S	0.5
So	0.2
it	0.2
was	0.2
on	0.5
the	0.2
time	0.2
that	0.2
Uh	0.2
L	0.2
Oh	0.2
ok	0.2
S	0.2
So	0.2
it	0.20000000000000004
was	0.2
on	0.2
the	0.2
time	0.2
that	0.2
Uh	0.20000000000000004
S	0.2
So	0.2
it	0.2
was	0.2
on	0.2
the	0.2
time	0.2
that	0.2
Uh	0.2
S	0.2
Yeah	0.2
I	0.19999999999999998
mean	0.2
everyone	0.2
was	0.19999999999999998
already	0.2
there	0.19999999999999998
S	0.5
They	0.5
knew	0.5
each	0.2
other	0.5
they	0.5
grow	0.2
up	0.5
together	0.5
in	0.2
the	0.5
same	0.5
school	0.2
L	0.2
Ya	0.2
ya	0.2
ya	0.20000000000000004
S	0.2
They	0.2
knew	0.20000000000000004
each	0.2
other	0.2
they	0.2
grow	0.20000000000000004
up	0.2
together	0.2
in	0.20000000000000004
the	0.2
same	0.2
school	0.20000000000000004
S	0.2
They	0.2
knew	0.2
each	0.2
other	0.2
they	0.2
grow	0.2
up	0.2
together	0.2
in	0.2
the	0.2
same	0.2
school	0.2
S	0.5
Then	0.2
I	0.5
came	0.2
I	0.5
was	0.2
like	0.5
the	0.2
outsider	0.2
L	0.5
Uhhuh	0.2
S	0.2
Then	0.2
I	0.2
came	0.5
I	0.2
was	0.2
like	0.2
the	0.2
outsider	0.2
S	0.2
Then	0.2
I	0.2
came	0.2
I	0.2
was	0.2
like	0.2
the	0.2
outsider	0.2
S	0.5
The	0.5
new	0.5
kid	0.5
you	0.5
know	0.5
S	0.5
Then	0.5
I	0.5
came	0.5
I	0.5
was	0.5
like	0.5
the	0.5
outsider	0.2
S	0.5
The	0.2
new	0.2
kid	0.5
you	0.2
know	0.2
L	0.2
Uh	0.2
S	0.2
The	0.2
new	0.2
kid	0.2
you	0.2
know	0.2
S	0.20000000000000004
The	0.2
new	0.20000000000000004
kid	0.2
you	0.20000000000000004
know	0.2
S	0.5
And	0.5
then	0.5
I	0.5
could	0.5
never	0.5
connect	0.5
with	0.2
them	0.5
