S	0.18125000000000002
How	0.18125000000000002
has	0.0
your	0.13125
weekend	0.1
been	0.1
L	0.1
Weekend	0.1
Was	0.1
nice	0.1
L	0.09999999999999999
I	0.07857142857142858
guess	0.0
Im	0.0
most	0.0
of	0.0
the	0.0
time	0.0
at	0.042857142857142864
home	0.1
relaxing	0.09999999999999999
yeah	0.09999999999999999
S	0.1
Yeah	0.09999999999999999
yeah	0.09999999999999999
I	0.1
know	0.09999999999999999
I	0.09999999999999999
know	0.08750000000000001
that	0.0
feeling	0.0
laughs	0.0
S	0.016666666666666666
Yeah	0.09999999999999999
I	0.09999999999999999
guess	0.09999999999999999
Today	0.09999999999999999
Im	0.09999999999999999
gonna	0.0
tell	0.0
you	0.0
two	0.10000000000000002
stories	0.18571428571428572
about	0.09999999999999999
myself	0.09999999999999999
um	0.09999999999999999
S	0.09999999999999999
First	0.09999999999999999
off	0.09999999999999999
would	0.09999999999999999
you	0.09999999999999999
think	0.09999999999999999
you	0.09999999999999999
would	0.09999999999999999
you	0.09999999999999999
say	0.09999999999999999
that	0.09999999999999999
youre	0.09999999999999999
an	0.09999999999999999
introvert	0.09999999999999999
L	0.08846153846153847
Um	0.0
I	0.0
would	0.0
say	0.0
so	0.0
S	0.0
Yeah	0.0
I	0.0
guess	0.0
you	0.0
kind	0.0
of	0.0
have	0.0
to	0.0
to	0.0
be	0.0
a	0.0
computer	0.18333333333333332
scientist	0.19999999999999998
right	0.19999999999999998
Its	0.19999999999999998
hard	0.19999999999999998
to	0.19999999999999998
avoid	0.18333333333333335
laughs	0.09999999999999999
L	0.19166666666666665
Yeah	0.19999999999999998
yeah	0.09999999999999999
laughs	0.028571428571428574
S	0.0
Cause	0.0
Id	0.0
say	0.0
Im	0.0
also	0.0
pretty	0.0
introverted	0.0
obviously	0.0
um	0.0
S	0.0
Especially	0.0
when	0.0
I	0.0
was	0.0
younger	0.0
that	0.0
was	0.0
a	0.0
big	0.0
thing	0.0
I	0.0
grew	0.0
up	0.0
in	0.0
South	0.0
Africa	0.0
S	0.0
And	0.0
its	0.0
very	0.0
easy	0.0
to	0.0
be	0.0
introverted	0.0
there	0.0
cause	0.0
you	0.0
spend	0.0
a	0.0
lot	0.0
of	0.0
time	0.0
at	0.0
home	0.0
essentially	0.0
L	0.0
Hmm	0.0
S	0.0
I	0.0
spent	0.0
a	0.0
lot	0.0
of	0.0
times	0.0
playing	0.0
video	0.0
games	0.0
on	0.0
my	0.0
own	0.0
I	0.0
S	0.0
It	0.0
was	0.0
a	0.0
bit	0.0
lonely	0.0
but	0.0
I	0.0
didnt	0.0
really	0.0
mind	0.0
like	0.0
I	0.0
enjoy	0.07500000000000001
being	0.1
by	0.1
myself	0.1
